2022-05-24 21:24:34,213 INFO    MainThread:513686 [internal.py:wandb_internal():90] W&B internal server running at pid: 513686, started at: 2022-05-24 21:24:34.212479
2022-05-24 21:24:34,219 INFO    WriterThread:513686 [datastore.py:open_for_write():75] open: /media/data-share/hieunm60/graph-neural-pde/src/wandb/run-20220524_212433-adaptive_grand-lr_T=5,seed=3,dataset=Citeseer/run-adaptive_grand-lr_T=5,seed=3,dataset=Citeseer.wandb
2022-05-24 21:24:34,222 DEBUG   SenderThread:513686 [sender.py:send():232] send: header
2022-05-24 21:24:34,223 DEBUG   SenderThread:513686 [sender.py:send():232] send: run
2022-05-24 21:24:34,571 DEBUG   HandlerThread:513686 [handler.py:handle_request():141] handle_request: check_version
2022-05-24 21:24:34,577 INFO    SenderThread:513686 [dir_watcher.py:__init__():197] watching files in: /media/data-share/hieunm60/graph-neural-pde/src/wandb/run-20220524_212433-adaptive_grand-lr_T=5,seed=3,dataset=Citeseer/files
2022-05-24 21:24:34,577 INFO    SenderThread:513686 [sender.py:_start_run_threads():811] run started: adaptive_grand-lr_T=5,seed=3,dataset=Citeseer with start time 1653402273
2022-05-24 21:24:34,577 DEBUG   SenderThread:513686 [sender.py:send():232] send: summary
2022-05-24 21:24:34,578 INFO    SenderThread:513686 [sender.py:_save_file():948] saving file wandb-summary.json with policy end
2022-05-24 21:24:34,578 DEBUG   SenderThread:513686 [sender.py:send_request():246] send_request: check_version
2022-05-24 21:24:34,765 DEBUG   HandlerThread:513686 [handler.py:handle_request():141] handle_request: run_start
2022-05-24 21:24:34,778 DEBUG   HandlerThread:513686 [meta.py:__init__():35] meta init
2022-05-24 21:24:34,778 DEBUG   HandlerThread:513686 [meta.py:__init__():49] meta init done
2022-05-24 21:24:34,778 DEBUG   HandlerThread:513686 [meta.py:probe():209] probe
2022-05-24 21:24:34,786 DEBUG   HandlerThread:513686 [meta.py:_setup_git():199] setup git
2022-05-24 21:24:34,806 DEBUG   HandlerThread:513686 [meta.py:_setup_git():206] setup git done
2022-05-24 21:24:34,806 DEBUG   HandlerThread:513686 [meta.py:_save_pip():53] save pip
2022-05-24 21:24:34,807 DEBUG   HandlerThread:513686 [meta.py:_save_pip():67] save pip done
2022-05-24 21:24:34,807 DEBUG   HandlerThread:513686 [meta.py:_save_conda():74] save conda
2022-05-24 21:24:35,584 INFO    Thread-7  :513686 [dir_watcher.py:_on_file_created():244] file/dir created: /media/data-share/hieunm60/graph-neural-pde/src/wandb/run-20220524_212433-adaptive_grand-lr_T=5,seed=3,dataset=Citeseer/files/requirements.txt
2022-05-24 21:24:35,585 INFO    Thread-7  :513686 [dir_watcher.py:_on_file_created():244] file/dir created: /media/data-share/hieunm60/graph-neural-pde/src/wandb/run-20220524_212433-adaptive_grand-lr_T=5,seed=3,dataset=Citeseer/files/conda-environment.yaml
2022-05-24 21:24:35,585 INFO    Thread-7  :513686 [dir_watcher.py:_on_file_created():244] file/dir created: /media/data-share/hieunm60/graph-neural-pde/src/wandb/run-20220524_212433-adaptive_grand-lr_T=5,seed=3,dataset=Citeseer/files/wandb-summary.json
2022-05-24 21:24:37,580 INFO    Thread-7  :513686 [dir_watcher.py:_on_file_modified():257] file/dir modified: /media/data-share/hieunm60/graph-neural-pde/src/wandb/run-20220524_212433-adaptive_grand-lr_T=5,seed=3,dataset=Citeseer/files/conda-environment.yaml
2022-05-24 21:24:37,669 DEBUG   HandlerThread:513686 [meta.py:_save_conda():84] save conda done
2022-05-24 21:24:37,669 DEBUG   HandlerThread:513686 [meta.py:probe():247] probe done
2022-05-24 21:24:37,675 DEBUG   SenderThread:513686 [sender.py:send():232] send: files
2022-05-24 21:24:37,676 INFO    SenderThread:513686 [sender.py:_save_file():948] saving file wandb-metadata.json with policy now
2022-05-24 21:24:37,683 DEBUG   HandlerThread:513686 [handler.py:handle_request():141] handle_request: stop_status
2022-05-24 21:24:37,684 DEBUG   SenderThread:513686 [sender.py:send_request():246] send_request: stop_status
2022-05-24 21:24:38,115 DEBUG   SenderThread:513686 [sender.py:send():232] send: telemetry
2022-05-24 21:24:38,455 INFO    Thread-11 :513686 [upload_job.py:push():132] Uploaded file /tmp/tmpcyw4pzl3wandb/v615u32t-wandb-metadata.json
2022-05-24 21:24:38,580 INFO    Thread-7  :513686 [dir_watcher.py:_on_file_created():244] file/dir created: /media/data-share/hieunm60/graph-neural-pde/src/wandb/run-20220524_212433-adaptive_grand-lr_T=5,seed=3,dataset=Citeseer/files/wandb-metadata.json
2022-05-24 21:24:38,580 INFO    Thread-7  :513686 [dir_watcher.py:_on_file_created():244] file/dir created: /media/data-share/hieunm60/graph-neural-pde/src/wandb/run-20220524_212433-adaptive_grand-lr_T=5,seed=3,dataset=Citeseer/files/output.log
2022-05-24 21:24:42,265 DEBUG   HandlerThread:513686 [handler.py:handle_request():141] handle_request: partial_history
2022-05-24 21:24:42,268 DEBUG   SenderThread:513686 [sender.py:send():232] send: history
2022-05-24 21:24:42,269 DEBUG   SenderThread:513686 [sender.py:send():232] send: summary
2022-05-24 21:24:42,273 INFO    SenderThread:513686 [sender.py:_save_file():948] saving file wandb-summary.json with policy end
2022-05-24 21:24:42,464 DEBUG   HandlerThread:513686 [handler.py:handle_request():141] handle_request: partial_history
2022-05-24 21:24:42,466 DEBUG   SenderThread:513686 [sender.py:send():232] send: history
2022-05-24 21:24:42,467 DEBUG   SenderThread:513686 [sender.py:send():232] send: summary
2022-05-24 21:24:42,468 INFO    SenderThread:513686 [sender.py:_save_file():948] saving file wandb-summary.json with policy end
2022-05-24 21:24:42,582 INFO    Thread-7  :513686 [dir_watcher.py:_on_file_modified():257] file/dir modified: /media/data-share/hieunm60/graph-neural-pde/src/wandb/run-20220524_212433-adaptive_grand-lr_T=5,seed=3,dataset=Citeseer/files/wandb-summary.json
2022-05-24 21:24:42,659 DEBUG   HandlerThread:513686 [handler.py:handle_request():141] handle_request: partial_history
2022-05-24 21:24:42,661 DEBUG   SenderThread:513686 [sender.py:send():232] send: history
2022-05-24 21:24:42,661 DEBUG   SenderThread:513686 [sender.py:send():232] send: summary
2022-05-24 21:24:42,662 INFO    SenderThread:513686 [sender.py:_save_file():948] saving file wandb-summary.json with policy end
2022-05-24 21:24:42,872 DEBUG   HandlerThread:513686 [handler.py:handle_request():141] handle_request: partial_history
2022-05-24 21:24:42,874 DEBUG   SenderThread:513686 [sender.py:send():232] send: history
2022-05-24 21:24:42,874 DEBUG   SenderThread:513686 [sender.py:send():232] send: summary
2022-05-24 21:24:42,875 INFO    SenderThread:513686 [sender.py:_save_file():948] saving file wandb-summary.json with policy end
2022-05-24 21:24:43,079 DEBUG   HandlerThread:513686 [handler.py:handle_request():141] handle_request: partial_history
2022-05-24 21:24:43,081 DEBUG   SenderThread:513686 [sender.py:send():232] send: history
2022-05-24 21:24:43,082 DEBUG   SenderThread:513686 [sender.py:send():232] send: summary
2022-05-24 21:24:43,083 INFO    SenderThread:513686 [sender.py:_save_file():948] saving file wandb-summary.json with policy end
2022-05-24 21:24:43,289 DEBUG   HandlerThread:513686 [handler.py:handle_request():141] handle_request: partial_history
2022-05-24 21:24:43,291 DEBUG   SenderThread:513686 [sender.py:send():232] send: history
2022-05-24 21:24:43,292 DEBUG   SenderThread:513686 [sender.py:send():232] send: summary
2022-05-24 21:24:43,293 INFO    SenderThread:513686 [sender.py:_save_file():948] saving file wandb-summary.json with policy end
2022-05-24 21:24:43,498 DEBUG   HandlerThread:513686 [handler.py:handle_request():141] handle_request: partial_history
2022-05-24 21:24:43,500 DEBUG   SenderThread:513686 [sender.py:send():232] send: history
2022-05-24 21:24:43,501 DEBUG   SenderThread:513686 [sender.py:send():232] send: summary
2022-05-24 21:24:43,502 INFO    SenderThread:513686 [sender.py:_save_file():948] saving file wandb-summary.json with policy end
2022-05-24 21:24:43,583 INFO    Thread-7  :513686 [dir_watcher.py:_on_file_modified():257] file/dir modified: /media/data-share/hieunm60/graph-neural-pde/src/wandb/run-20220524_212433-adaptive_grand-lr_T=5,seed=3,dataset=Citeseer/files/wandb-summary.json
2022-05-24 21:24:43,728 DEBUG   HandlerThread:513686 [handler.py:handle_request():141] handle_request: partial_history
2022-05-24 21:24:43,729 DEBUG   SenderThread:513686 [sender.py:send():232] send: history
2022-05-24 21:24:43,730 DEBUG   SenderThread:513686 [sender.py:send():232] send: summary
2022-05-24 21:24:43,731 INFO    SenderThread:513686 [sender.py:_save_file():948] saving file wandb-summary.json with policy end
2022-05-24 21:24:43,948 DEBUG   HandlerThread:513686 [handler.py:handle_request():141] handle_request: partial_history
2022-05-24 21:24:43,950 DEBUG   SenderThread:513686 [sender.py:send():232] send: history
2022-05-24 21:24:43,951 DEBUG   SenderThread:513686 [sender.py:send():232] send: summary
2022-05-24 21:24:43,951 INFO    SenderThread:513686 [sender.py:_save_file():948] saving file wandb-summary.json with policy end
2022-05-24 21:24:44,143 DEBUG   HandlerThread:513686 [handler.py:handle_request():141] handle_request: partial_history
2022-05-24 21:24:44,144 DEBUG   SenderThread:513686 [sender.py:send():232] send: history
2022-05-24 21:24:44,145 DEBUG   SenderThread:513686 [sender.py:send():232] send: summary
2022-05-24 21:24:44,146 INFO    SenderThread:513686 [sender.py:_save_file():948] saving file wandb-summary.json with policy end
2022-05-24 21:24:44,351 DEBUG   HandlerThread:513686 [handler.py:handle_request():141] handle_request: partial_history
2022-05-24 21:24:44,352 DEBUG   SenderThread:513686 [sender.py:send():232] send: history
2022-05-24 21:24:44,353 DEBUG   SenderThread:513686 [sender.py:send():232] send: summary
2022-05-24 21:24:44,357 INFO    SenderThread:513686 [sender.py:_save_file():948] saving file wandb-summary.json with policy end
2022-05-24 21:24:44,551 DEBUG   HandlerThread:513686 [handler.py:handle_request():141] handle_request: partial_history
2022-05-24 21:24:44,553 DEBUG   SenderThread:513686 [sender.py:send():232] send: history
2022-05-24 21:24:44,554 DEBUG   SenderThread:513686 [sender.py:send():232] send: summary
2022-05-24 21:24:44,556 INFO    SenderThread:513686 [sender.py:_save_file():948] saving file wandb-summary.json with policy end
2022-05-24 21:24:44,584 INFO    Thread-7  :513686 [dir_watcher.py:_on_file_modified():257] file/dir modified: /media/data-share/hieunm60/graph-neural-pde/src/wandb/run-20220524_212433-adaptive_grand-lr_T=5,seed=3,dataset=Citeseer/files/wandb-summary.json
