2022-05-29 21:18:59,584 INFO    MainThread:2772415 [internal.py:wandb_internal():90] W&B internal server running at pid: 2772415, started at: 2022-05-29 21:18:59.583978
2022-05-29 21:18:59,588 INFO    WriterThread:2772415 [datastore.py:open_for_write():75] open: /media/data-share/hieunm60/graph-neural-pde/src/wandb/run-20220529_211858-adaptive_grand-lr_T=50,seed=2,dataset=Pubmed/run-adaptive_grand-lr_T=50,seed=2,dataset=Pubmed.wandb
2022-05-29 21:18:59,589 DEBUG   SenderThread:2772415 [sender.py:send():232] send: header
2022-05-29 21:18:59,590 DEBUG   SenderThread:2772415 [sender.py:send():232] send: run
2022-05-29 21:19:00,092 DEBUG   HandlerThread:2772415 [handler.py:handle_request():141] handle_request: check_version
2022-05-29 21:19:00,092 INFO    SenderThread:2772415 [dir_watcher.py:__init__():197] watching files in: /media/data-share/hieunm60/graph-neural-pde/src/wandb/run-20220529_211858-adaptive_grand-lr_T=50,seed=2,dataset=Pubmed/files
2022-05-29 21:19:00,093 INFO    SenderThread:2772415 [sender.py:_start_run_threads():811] run started: adaptive_grand-lr_T=50,seed=2,dataset=Pubmed with start time 1653833938
2022-05-29 21:19:00,093 DEBUG   SenderThread:2772415 [sender.py:send():232] send: summary
2022-05-29 21:19:00,093 INFO    SenderThread:2772415 [sender.py:_save_file():948] saving file wandb-summary.json with policy end
2022-05-29 21:19:00,093 DEBUG   SenderThread:2772415 [sender.py:send_request():246] send_request: check_version
2022-05-29 21:19:00,279 DEBUG   HandlerThread:2772415 [handler.py:handle_request():141] handle_request: run_start
2022-05-29 21:19:00,289 DEBUG   HandlerThread:2772415 [meta.py:__init__():35] meta init
2022-05-29 21:19:00,289 DEBUG   HandlerThread:2772415 [meta.py:__init__():49] meta init done
2022-05-29 21:19:00,289 DEBUG   HandlerThread:2772415 [meta.py:probe():209] probe
2022-05-29 21:19:00,296 DEBUG   HandlerThread:2772415 [meta.py:_setup_git():199] setup git
2022-05-29 21:19:00,312 DEBUG   HandlerThread:2772415 [meta.py:_setup_git():206] setup git done
2022-05-29 21:19:00,313 DEBUG   HandlerThread:2772415 [meta.py:_save_pip():53] save pip
2022-05-29 21:19:00,313 DEBUG   HandlerThread:2772415 [meta.py:_save_pip():67] save pip done
2022-05-29 21:19:00,313 DEBUG   HandlerThread:2772415 [meta.py:_save_conda():74] save conda
2022-05-29 21:19:01,095 INFO    Thread-7  :2772415 [dir_watcher.py:_on_file_created():244] file/dir created: /media/data-share/hieunm60/graph-neural-pde/src/wandb/run-20220529_211858-adaptive_grand-lr_T=50,seed=2,dataset=Pubmed/files/requirements.txt
2022-05-29 21:19:01,095 INFO    Thread-7  :2772415 [dir_watcher.py:_on_file_created():244] file/dir created: /media/data-share/hieunm60/graph-neural-pde/src/wandb/run-20220529_211858-adaptive_grand-lr_T=50,seed=2,dataset=Pubmed/files/conda-environment.yaml
2022-05-29 21:19:01,095 INFO    Thread-7  :2772415 [dir_watcher.py:_on_file_created():244] file/dir created: /media/data-share/hieunm60/graph-neural-pde/src/wandb/run-20220529_211858-adaptive_grand-lr_T=50,seed=2,dataset=Pubmed/files/wandb-summary.json
2022-05-29 21:19:03,095 INFO    Thread-7  :2772415 [dir_watcher.py:_on_file_modified():257] file/dir modified: /media/data-share/hieunm60/graph-neural-pde/src/wandb/run-20220529_211858-adaptive_grand-lr_T=50,seed=2,dataset=Pubmed/files/conda-environment.yaml
2022-05-29 21:19:03,129 DEBUG   HandlerThread:2772415 [meta.py:_save_conda():84] save conda done
2022-05-29 21:19:03,129 DEBUG   HandlerThread:2772415 [meta.py:probe():247] probe done
2022-05-29 21:19:03,138 DEBUG   SenderThread:2772415 [sender.py:send():232] send: files
2022-05-29 21:19:03,139 INFO    SenderThread:2772415 [sender.py:_save_file():948] saving file wandb-metadata.json with policy now
2022-05-29 21:19:03,147 DEBUG   HandlerThread:2772415 [handler.py:handle_request():141] handle_request: stop_status
2022-05-29 21:19:03,148 DEBUG   SenderThread:2772415 [sender.py:send_request():246] send_request: stop_status
2022-05-29 21:19:03,468 DEBUG   SenderThread:2772415 [sender.py:send():232] send: telemetry
2022-05-29 21:19:03,915 INFO    Thread-11 :2772415 [upload_job.py:push():132] Uploaded file /tmp/tmp13dib3xdwandb/1f7wv46r-wandb-metadata.json
2022-05-29 21:19:04,095 INFO    Thread-7  :2772415 [dir_watcher.py:_on_file_created():244] file/dir created: /media/data-share/hieunm60/graph-neural-pde/src/wandb/run-20220529_211858-adaptive_grand-lr_T=50,seed=2,dataset=Pubmed/files/output.log
2022-05-29 21:19:04,096 INFO    Thread-7  :2772415 [dir_watcher.py:_on_file_created():244] file/dir created: /media/data-share/hieunm60/graph-neural-pde/src/wandb/run-20220529_211858-adaptive_grand-lr_T=50,seed=2,dataset=Pubmed/files/wandb-metadata.json
2022-05-29 21:19:14,101 INFO    Thread-7  :2772415 [dir_watcher.py:_on_file_modified():257] file/dir modified: /media/data-share/hieunm60/graph-neural-pde/src/wandb/run-20220529_211858-adaptive_grand-lr_T=50,seed=2,dataset=Pubmed/files/output.log
2022-05-29 21:19:18,470 DEBUG   HandlerThread:2772415 [handler.py:handle_request():141] handle_request: stop_status
2022-05-29 21:19:18,470 DEBUG   SenderThread:2772415 [sender.py:send_request():246] send_request: stop_status
2022-05-29 21:19:28,621 DEBUG   SenderThread:2772415 [sender.py:send():232] send: stats
2022-05-29 21:19:31,109 INFO    Thread-7  :2772415 [dir_watcher.py:_on_file_modified():257] file/dir modified: /media/data-share/hieunm60/graph-neural-pde/src/wandb/run-20220529_211858-adaptive_grand-lr_T=50,seed=2,dataset=Pubmed/files/config.yaml
2022-05-29 21:19:33,801 DEBUG   HandlerThread:2772415 [handler.py:handle_request():141] handle_request: stop_status
2022-05-29 21:19:33,802 DEBUG   SenderThread:2772415 [sender.py:send_request():246] send_request: stop_status
2022-05-29 21:19:49,122 DEBUG   HandlerThread:2772415 [handler.py:handle_request():141] handle_request: stop_status
2022-05-29 21:19:49,122 DEBUG   SenderThread:2772415 [sender.py:send_request():246] send_request: stop_status
2022-05-29 21:19:58,913 DEBUG   SenderThread:2772415 [sender.py:send():232] send: stats
2022-05-29 21:20:04,449 DEBUG   HandlerThread:2772415 [handler.py:handle_request():141] handle_request: stop_status
2022-05-29 21:20:04,449 DEBUG   SenderThread:2772415 [sender.py:send_request():246] send_request: stop_status
2022-05-29 21:20:19,767 DEBUG   HandlerThread:2772415 [handler.py:handle_request():141] handle_request: stop_status
2022-05-29 21:20:19,768 DEBUG   SenderThread:2772415 [sender.py:send_request():246] send_request: stop_status
2022-05-29 21:20:29,186 DEBUG   SenderThread:2772415 [sender.py:send():232] send: stats
2022-05-29 21:20:35,088 DEBUG   HandlerThread:2772415 [handler.py:handle_request():141] handle_request: stop_status
2022-05-29 21:20:35,089 DEBUG   SenderThread:2772415 [sender.py:send_request():246] send_request: stop_status
2022-05-29 21:20:50,410 DEBUG   HandlerThread:2772415 [handler.py:handle_request():141] handle_request: stop_status
2022-05-29 21:20:50,411 DEBUG   SenderThread:2772415 [sender.py:send_request():246] send_request: stop_status
2022-05-29 21:20:57,813 DEBUG   HandlerThread:2772415 [handler.py:handle_request():141] handle_request: partial_history
2022-05-29 21:20:57,816 DEBUG   SenderThread:2772415 [sender.py:send():232] send: history
2022-05-29 21:20:57,816 DEBUG   SenderThread:2772415 [sender.py:send():232] send: summary
2022-05-29 21:20:57,817 INFO    SenderThread:2772415 [sender.py:_save_file():948] saving file wandb-summary.json with policy end
2022-05-29 21:20:58,152 INFO    Thread-7  :2772415 [dir_watcher.py:_on_file_modified():257] file/dir modified: /media/data-share/hieunm60/graph-neural-pde/src/wandb/run-20220529_211858-adaptive_grand-lr_T=50,seed=2,dataset=Pubmed/files/output.log
2022-05-29 21:20:58,153 INFO    Thread-7  :2772415 [dir_watcher.py:_on_file_modified():257] file/dir modified: /media/data-share/hieunm60/graph-neural-pde/src/wandb/run-20220529_211858-adaptive_grand-lr_T=50,seed=2,dataset=Pubmed/files/wandb-summary.json
