2022-06-09 08:09:29,522 INFO    MainThread:1559336 [internal.py:wandb_internal():90] W&B internal server running at pid: 1559336, started at: 2022-06-09 08:09:29.521950
2022-06-09 08:09:29,529 INFO    WriterThread:1559336 [datastore.py:open_for_write():75] open: /media/data-share/hieunm60/graph-neural-pde/src/wandb/run-20220609_080928-adaptive_grand-lr_T=60,seed=3,dataset=Pubmed/run-adaptive_grand-lr_T=60,seed=3,dataset=Pubmed.wandb
2022-06-09 08:09:29,531 DEBUG   SenderThread:1559336 [sender.py:send():232] send: header
2022-06-09 08:09:29,531 DEBUG   SenderThread:1559336 [sender.py:send():232] send: run
2022-06-09 08:09:29,993 INFO    SenderThread:1559336 [dir_watcher.py:__init__():197] watching files in: /media/data-share/hieunm60/graph-neural-pde/src/wandb/run-20220609_080928-adaptive_grand-lr_T=60,seed=3,dataset=Pubmed/files
2022-06-09 08:09:29,994 INFO    SenderThread:1559336 [sender.py:_start_run_threads():811] run started: adaptive_grand-lr_T=60,seed=3,dataset=Pubmed with start time 1654736968
2022-06-09 08:09:29,994 DEBUG   SenderThread:1559336 [sender.py:send():232] send: summary
2022-06-09 08:09:29,994 INFO    SenderThread:1559336 [sender.py:_save_file():948] saving file wandb-summary.json with policy end
2022-06-09 08:09:29,995 DEBUG   HandlerThread:1559336 [handler.py:handle_request():141] handle_request: check_version
2022-06-09 08:09:29,995 DEBUG   SenderThread:1559336 [sender.py:send_request():246] send_request: check_version
2022-06-09 08:09:30,276 DEBUG   HandlerThread:1559336 [handler.py:handle_request():141] handle_request: run_start
2022-06-09 08:09:30,294 DEBUG   HandlerThread:1559336 [meta.py:__init__():35] meta init
2022-06-09 08:09:30,294 DEBUG   HandlerThread:1559336 [meta.py:__init__():49] meta init done
2022-06-09 08:09:30,295 DEBUG   HandlerThread:1559336 [meta.py:probe():209] probe
2022-06-09 08:09:30,301 DEBUG   HandlerThread:1559336 [meta.py:_setup_git():199] setup git
2022-06-09 08:09:30,320 DEBUG   HandlerThread:1559336 [meta.py:_setup_git():206] setup git done
2022-06-09 08:09:30,320 DEBUG   HandlerThread:1559336 [meta.py:_save_pip():53] save pip
2022-06-09 08:09:30,321 DEBUG   HandlerThread:1559336 [meta.py:_save_pip():67] save pip done
2022-06-09 08:09:30,321 DEBUG   HandlerThread:1559336 [meta.py:_save_conda():74] save conda
2022-06-09 08:09:30,997 INFO    Thread-7  :1559336 [dir_watcher.py:_on_file_created():244] file/dir created: /media/data-share/hieunm60/graph-neural-pde/src/wandb/run-20220609_080928-adaptive_grand-lr_T=60,seed=3,dataset=Pubmed/files/wandb-summary.json
2022-06-09 08:09:30,997 INFO    Thread-7  :1559336 [dir_watcher.py:_on_file_created():244] file/dir created: /media/data-share/hieunm60/graph-neural-pde/src/wandb/run-20220609_080928-adaptive_grand-lr_T=60,seed=3,dataset=Pubmed/files/conda-environment.yaml
2022-06-09 08:09:30,997 INFO    Thread-7  :1559336 [dir_watcher.py:_on_file_created():244] file/dir created: /media/data-share/hieunm60/graph-neural-pde/src/wandb/run-20220609_080928-adaptive_grand-lr_T=60,seed=3,dataset=Pubmed/files/requirements.txt
2022-06-09 08:09:34,293 DEBUG   HandlerThread:1559336 [meta.py:_save_conda():84] save conda done
2022-06-09 08:09:34,293 DEBUG   HandlerThread:1559336 [meta.py:probe():247] probe done
2022-06-09 08:09:34,305 DEBUG   SenderThread:1559336 [sender.py:send():232] send: files
2022-06-09 08:09:34,306 INFO    SenderThread:1559336 [sender.py:_save_file():948] saving file wandb-metadata.json with policy now
2022-06-09 08:09:34,314 DEBUG   HandlerThread:1559336 [handler.py:handle_request():141] handle_request: stop_status
2022-06-09 08:09:34,315 DEBUG   SenderThread:1559336 [sender.py:send_request():246] send_request: stop_status
2022-06-09 08:09:34,638 DEBUG   SenderThread:1559336 [sender.py:send():232] send: telemetry
2022-06-09 08:09:35,001 INFO    Thread-7  :1559336 [dir_watcher.py:_on_file_modified():257] file/dir modified: /media/data-share/hieunm60/graph-neural-pde/src/wandb/run-20220609_080928-adaptive_grand-lr_T=60,seed=3,dataset=Pubmed/files/conda-environment.yaml
2022-06-09 08:09:35,001 INFO    Thread-7  :1559336 [dir_watcher.py:_on_file_created():244] file/dir created: /media/data-share/hieunm60/graph-neural-pde/src/wandb/run-20220609_080928-adaptive_grand-lr_T=60,seed=3,dataset=Pubmed/files/wandb-metadata.json
2022-06-09 08:09:35,002 INFO    Thread-7  :1559336 [dir_watcher.py:_on_file_created():244] file/dir created: /media/data-share/hieunm60/graph-neural-pde/src/wandb/run-20220609_080928-adaptive_grand-lr_T=60,seed=3,dataset=Pubmed/files/output.log
