2022-05-28 01:08:08,713 INFO    MainThread:3940244 [internal.py:wandb_internal():90] W&B internal server running at pid: 3940244, started at: 2022-05-28 01:08:08.712446
2022-05-28 01:08:08,719 INFO    WriterThread:3940244 [datastore.py:open_for_write():75] open: /media/data-share/hieunm60/graph-neural-pde/src/wandb/run-20220528_010808-adaptive_grand-lr_T=45,seed=5,dataset=Pubmed/run-adaptive_grand-lr_T=45,seed=5,dataset=Pubmed.wandb
2022-05-28 01:08:08,722 DEBUG   SenderThread:3940244 [sender.py:send():232] send: header
2022-05-28 01:08:08,723 DEBUG   SenderThread:3940244 [sender.py:send():232] send: run
2022-05-28 01:08:09,174 INFO    SenderThread:3940244 [dir_watcher.py:__init__():197] watching files in: /media/data-share/hieunm60/graph-neural-pde/src/wandb/run-20220528_010808-adaptive_grand-lr_T=45,seed=5,dataset=Pubmed/files
2022-05-28 01:08:09,174 INFO    SenderThread:3940244 [sender.py:_start_run_threads():811] run started: adaptive_grand-lr_T=45,seed=5,dataset=Pubmed with start time 1653674888
2022-05-28 01:08:09,174 DEBUG   SenderThread:3940244 [sender.py:send():232] send: summary
2022-05-28 01:08:09,174 INFO    SenderThread:3940244 [sender.py:_save_file():948] saving file wandb-summary.json with policy end
2022-05-28 01:08:09,177 DEBUG   HandlerThread:3940244 [handler.py:handle_request():141] handle_request: check_version
2022-05-28 01:08:09,177 DEBUG   SenderThread:3940244 [sender.py:send_request():246] send_request: check_version
2022-05-28 01:08:09,387 DEBUG   HandlerThread:3940244 [handler.py:handle_request():141] handle_request: run_start
2022-05-28 01:08:09,400 DEBUG   HandlerThread:3940244 [meta.py:__init__():35] meta init
2022-05-28 01:08:09,400 DEBUG   HandlerThread:3940244 [meta.py:__init__():49] meta init done
2022-05-28 01:08:09,400 DEBUG   HandlerThread:3940244 [meta.py:probe():209] probe
2022-05-28 01:08:09,407 DEBUG   HandlerThread:3940244 [meta.py:_setup_git():199] setup git
2022-05-28 01:08:09,432 DEBUG   HandlerThread:3940244 [meta.py:_setup_git():206] setup git done
2022-05-28 01:08:09,432 DEBUG   HandlerThread:3940244 [meta.py:_save_pip():53] save pip
2022-05-28 01:08:09,433 DEBUG   HandlerThread:3940244 [meta.py:_save_pip():67] save pip done
2022-05-28 01:08:09,433 DEBUG   HandlerThread:3940244 [meta.py:_save_conda():74] save conda
2022-05-28 01:08:10,180 INFO    Thread-7  :3940244 [dir_watcher.py:_on_file_created():244] file/dir created: /media/data-share/hieunm60/graph-neural-pde/src/wandb/run-20220528_010808-adaptive_grand-lr_T=45,seed=5,dataset=Pubmed/files/wandb-summary.json
