2022-06-01 00:43:50,079 INFO    MainThread:2115917 [internal.py:wandb_internal():90] W&B internal server running at pid: 2115917, started at: 2022-06-01 00:43:50.078667
2022-06-01 00:43:50,083 INFO    WriterThread:2115917 [datastore.py:open_for_write():75] open: /media/data-share/hieunm60/graph-neural-pde/src/wandb/run-20220601_004349-adaptive_grand-lr_T=50,seed=4,dataset=Pubmed/run-adaptive_grand-lr_T=50,seed=4,dataset=Pubmed.wandb
2022-06-01 00:43:50,085 DEBUG   SenderThread:2115917 [sender.py:send():232] send: header
2022-06-01 00:43:50,086 DEBUG   SenderThread:2115917 [sender.py:send():232] send: run
2022-06-01 00:43:50,564 INFO    SenderThread:2115917 [dir_watcher.py:__init__():197] watching files in: /media/data-share/hieunm60/graph-neural-pde/src/wandb/run-20220601_004349-adaptive_grand-lr_T=50,seed=4,dataset=Pubmed/files
2022-06-01 00:43:50,564 INFO    SenderThread:2115917 [sender.py:_start_run_threads():811] run started: adaptive_grand-lr_T=50,seed=4,dataset=Pubmed with start time 1654019029
2022-06-01 00:43:50,564 DEBUG   SenderThread:2115917 [sender.py:send():232] send: summary
2022-06-01 00:43:50,564 INFO    SenderThread:2115917 [sender.py:_save_file():948] saving file wandb-summary.json with policy end
2022-06-01 00:43:50,565 DEBUG   HandlerThread:2115917 [handler.py:handle_request():141] handle_request: check_version
2022-06-01 00:43:50,565 DEBUG   SenderThread:2115917 [sender.py:send_request():246] send_request: check_version
2022-06-01 00:43:50,745 DEBUG   HandlerThread:2115917 [handler.py:handle_request():141] handle_request: run_start
2022-06-01 00:43:50,766 DEBUG   HandlerThread:2115917 [meta.py:__init__():35] meta init
2022-06-01 00:43:50,766 DEBUG   HandlerThread:2115917 [meta.py:__init__():49] meta init done
2022-06-01 00:43:50,766 DEBUG   HandlerThread:2115917 [meta.py:probe():209] probe
2022-06-01 00:43:50,773 DEBUG   HandlerThread:2115917 [meta.py:_setup_git():199] setup git
2022-06-01 00:43:50,813 DEBUG   HandlerThread:2115917 [meta.py:_setup_git():206] setup git done
2022-06-01 00:43:50,814 DEBUG   HandlerThread:2115917 [meta.py:_save_pip():53] save pip
2022-06-01 00:43:50,815 DEBUG   HandlerThread:2115917 [meta.py:_save_pip():67] save pip done
2022-06-01 00:43:50,815 DEBUG   HandlerThread:2115917 [meta.py:_save_conda():74] save conda
2022-06-01 00:43:51,568 INFO    Thread-7  :2115917 [dir_watcher.py:_on_file_created():244] file/dir created: /media/data-share/hieunm60/graph-neural-pde/src/wandb/run-20220601_004349-adaptive_grand-lr_T=50,seed=4,dataset=Pubmed/files/conda-environment.yaml
2022-06-01 00:43:51,569 INFO    Thread-7  :2115917 [dir_watcher.py:_on_file_created():244] file/dir created: /media/data-share/hieunm60/graph-neural-pde/src/wandb/run-20220601_004349-adaptive_grand-lr_T=50,seed=4,dataset=Pubmed/files/requirements.txt
2022-06-01 00:43:51,569 INFO    Thread-7  :2115917 [dir_watcher.py:_on_file_created():244] file/dir created: /media/data-share/hieunm60/graph-neural-pde/src/wandb/run-20220601_004349-adaptive_grand-lr_T=50,seed=4,dataset=Pubmed/files/wandb-summary.json
2022-06-01 00:43:53,911 DEBUG   HandlerThread:2115917 [meta.py:_save_conda():84] save conda done
2022-06-01 00:43:53,912 DEBUG   HandlerThread:2115917 [meta.py:probe():247] probe done
2022-06-01 00:43:53,920 DEBUG   SenderThread:2115917 [sender.py:send():232] send: files
2022-06-01 00:43:53,921 INFO    SenderThread:2115917 [sender.py:_save_file():948] saving file wandb-metadata.json with policy now
2022-06-01 00:43:53,926 DEBUG   HandlerThread:2115917 [handler.py:handle_request():141] handle_request: stop_status
2022-06-01 00:43:53,927 DEBUG   SenderThread:2115917 [sender.py:send_request():246] send_request: stop_status
2022-06-01 00:43:54,266 DEBUG   SenderThread:2115917 [sender.py:send():232] send: telemetry
