2022-06-05 07:39:44,357 INFO    MainThread:441528 [internal.py:wandb_internal():90] W&B internal server running at pid: 441528, started at: 2022-06-05 07:39:44.356801
2022-06-05 07:39:44,365 INFO    WriterThread:441528 [datastore.py:open_for_write():75] open: /media/data-share/hieunm60/graph-neural-pde/src/wandb/run-20220605_073943-adaptive_grand-lr_T=55,seed=3,dataset=Pubmed/run-adaptive_grand-lr_T=55,seed=3,dataset=Pubmed.wandb
2022-06-05 07:39:44,366 DEBUG   SenderThread:441528 [sender.py:send():232] send: header
2022-06-05 07:39:44,366 DEBUG   SenderThread:441528 [sender.py:send():232] send: run
2022-06-05 07:39:44,779 DEBUG   HandlerThread:441528 [handler.py:handle_request():141] handle_request: check_version
2022-06-05 07:39:44,793 INFO    SenderThread:441528 [dir_watcher.py:__init__():197] watching files in: /media/data-share/hieunm60/graph-neural-pde/src/wandb/run-20220605_073943-adaptive_grand-lr_T=55,seed=3,dataset=Pubmed/files
2022-06-05 07:39:44,793 INFO    SenderThread:441528 [sender.py:_start_run_threads():811] run started: adaptive_grand-lr_T=55,seed=3,dataset=Pubmed with start time 1654389583
2022-06-05 07:39:44,793 DEBUG   SenderThread:441528 [sender.py:send():232] send: summary
2022-06-05 07:39:44,794 INFO    SenderThread:441528 [sender.py:_save_file():948] saving file wandb-summary.json with policy end
2022-06-05 07:39:44,795 DEBUG   SenderThread:441528 [sender.py:send_request():246] send_request: check_version
2022-06-05 07:39:45,013 DEBUG   HandlerThread:441528 [handler.py:handle_request():141] handle_request: run_start
2022-06-05 07:39:45,028 DEBUG   HandlerThread:441528 [meta.py:__init__():35] meta init
2022-06-05 07:39:45,028 DEBUG   HandlerThread:441528 [meta.py:__init__():49] meta init done
2022-06-05 07:39:45,028 DEBUG   HandlerThread:441528 [meta.py:probe():209] probe
2022-06-05 07:39:45,035 DEBUG   HandlerThread:441528 [meta.py:_setup_git():199] setup git
2022-06-05 07:39:45,057 DEBUG   HandlerThread:441528 [meta.py:_setup_git():206] setup git done
2022-06-05 07:39:45,057 DEBUG   HandlerThread:441528 [meta.py:_save_pip():53] save pip
2022-06-05 07:39:45,058 DEBUG   HandlerThread:441528 [meta.py:_save_pip():67] save pip done
2022-06-05 07:39:45,058 DEBUG   HandlerThread:441528 [meta.py:_save_conda():74] save conda
