****************** Adaptive GRAND laplacian function ******************
****************** Adaptive GRAND laplacian function ******************
GNNEarly
m1.module.weight
torch.Size([128, 500])
m1.module.bias
torch.Size([128])
m2.module.weight
torch.Size([3, 128])
m2.module.bias
torch.Size([3])
odeblock.odefunc.alpha_train
torch.Size([])
odeblock.odefunc.beta_train
torch.Size([])
odeblock.odefunc.alpha_sc
torch.Size([1])
odeblock.odefunc.beta_sc
torch.Size([1])
odeblock.odefunc.w
torch.Size([128, 128])
odeblock.odefunc.d
torch.Size([128])
odeblock.odefunc.k_d
torch.Size([128])
odeblock.reg_odefunc.odefunc.alpha_train
torch.Size([])
odeblock.reg_odefunc.odefunc.beta_train
torch.Size([])
odeblock.reg_odefunc.odefunc.alpha_sc
torch.Size([1])
odeblock.reg_odefunc.odefunc.beta_sc
torch.Size([1])
odeblock.reg_odefunc.odefunc.w
torch.Size([128, 128])
odeblock.reg_odefunc.odefunc.d
torch.Size([128])
odeblock.reg_odefunc.odefunc.k_d
torch.Size([128])
odeblock.multihead_att_layer.Q.weight
torch.Size([16, 128])
odeblock.multihead_att_layer.Q.bias
torch.Size([16])
odeblock.multihead_att_layer.V.weight
torch.Size([16, 128])
odeblock.multihead_att_layer.V.bias
torch.Size([16])
odeblock.multihead_att_layer.K.weight
torch.Size([16, 128])
odeblock.multihead_att_layer.K.bias
torch.Size([16])
odeblock.multihead_att_layer.Wout.weight
torch.Size([128, 16])
odeblock.multihead_att_layer.Wout.bias
torch.Size([128])
/home/hieunm60/anaconda3/envs/deepgrand/lib/python3.8/site-packages/torchdiffeq/_impl/misc.py:11: UserWarning: Dopri5Solver: Unexpected arguments {'step_size': 1}
  warnings.warn('{}: Unexpected arguments {}'.format(solver.__class__.__name__, unused_kwargs))
/home/hieunm60/anaconda3/envs/deepgrand/lib/python3.8/site-packages/torchdiffeq/_impl/misc.py:11: UserWarning: AdaptiveHeunSolver: Unexpected arguments {'step_size': 1}
  warnings.warn('{}: Unexpected arguments {}'.format(solver.__class__.__name__, unused_kwargs))
Epoch: 001/100, Runtime 2.915806, Loss 1.100296, forward nfe 56, backward nfe 238, Train: 0.6167, Val: 0.5799, Test: 0.5552, Best time: 2.6011
/home/hieunm60/anaconda3/envs/deepgrand/lib/python3.8/site-packages/torchdiffeq/_impl/misc.py:11: UserWarning: EarlyStopDopri5: Unexpected arguments {'step_size': 1}
  warnings.warn('{}: Unexpected arguments {}'.format(solver.__class__.__name__, unused_kwargs))
Epoch: 002/100, Runtime 3.418398, Loss 1.092525, forward nfe 306, backward nfe 526, Train: 0.7833, Val: 0.7583, Test: 0.7520, Best time: 16.2577
Epoch: 003/100, Runtime 4.361458, Loss 1.082010, forward nfe 556, backward nfe 905, Train: 0.7833, Val: 0.7583, Test: 0.7520, Best time: 20.0000
Epoch: 004/100, Runtime 5.031861, Loss 1.066221, forward nfe 806, backward nfe 1364, Train: 0.7833, Val: 0.7583, Test: 0.7520, Best time: 20.0000
Epoch: 005/100, Runtime 4.986751, Loss 1.042231, forward nfe 1038, backward nfe 1821, Train: 0.7667, Val: 0.7618, Test: 0.7682, Best time: 5.7775
Epoch: 006/100, Runtime 4.926377, Loss 1.015946, forward nfe 1270, backward nfe 2271, Train: 0.8000, Val: 0.7674, Test: 0.7615, Best time: 5.7153
Epoch: 007/100, Runtime 4.668802, Loss 0.979066, forward nfe 1502, backward nfe 2686, Train: 0.8000, Val: 0.7674, Test: 0.7615, Best time: 20.0000
Epoch: 008/100, Runtime 4.927525, Loss 0.936657, forward nfe 1722, backward nfe 3139, Train: 0.8000, Val: 0.7674, Test: 0.7615, Best time: 20.0000
Epoch: 009/100, Runtime 4.654904, Loss 0.879423, forward nfe 1942, backward nfe 3557, Train: 0.8000, Val: 0.7674, Test: 0.7615, Best time: 20.0000
Epoch: 010/100, Runtime 3.835981, Loss 0.837157, forward nfe 2162, backward nfe 3891, Train: 0.7833, Val: 0.7681, Test: 0.7632, Best time: 31.1353
Epoch: 011/100, Runtime 3.405336, Loss 0.777364, forward nfe 2376, backward nfe 4181, Train: 0.8000, Val: 0.7701, Test: 0.7666, Best time: 31.5663
Epoch: 012/100, Runtime 3.050736, Loss 0.712618, forward nfe 2590, backward nfe 4439, Train: 0.8000, Val: 0.7757, Test: 0.7685, Best time: 26.9070
Epoch: 013/100, Runtime 2.831726, Loss 0.647641, forward nfe 2798, backward nfe 4675, Train: 0.8000, Val: 0.7757, Test: 0.7685, Best time: 20.0000
Epoch: 014/100, Runtime 2.448037, Loss 0.592174, forward nfe 3000, backward nfe 4872, Train: 0.8167, Val: 0.7799, Test: 0.7711, Best time: 23.4431
Epoch: 015/100, Runtime 1.701638, Loss 0.538473, forward nfe 3202, backward nfe 4997, Train: 0.8167, Val: 0.7847, Test: 0.7747, Best time: 23.8141
Epoch: 016/100, Runtime 1.426908, Loss 0.481979, forward nfe 3392, backward nfe 5094, Train: 0.8167, Val: 0.7847, Test: 0.7747, Best time: 20.0000
Epoch: 017/100, Runtime 1.266570, Loss 0.439207, forward nfe 3582, backward nfe 5174, Train: 0.8333, Val: 0.7972, Test: 0.7945, Best time: 24.7340
Epoch: 018/100, Runtime 1.545629, Loss 0.381048, forward nfe 3772, backward nfe 5284, Train: 0.8833, Val: 0.8056, Test: 0.7969, Best time: 25.2723
Epoch: 019/100, Runtime 1.698719, Loss 0.399013, forward nfe 3956, backward nfe 5409, Train: 0.9000, Val: 0.8063, Test: 0.7977, Best time: 30.4929
Epoch: 020/100, Runtime 1.475605, Loss 0.362874, forward nfe 4146, backward nfe 5511, Train: 0.9000, Val: 0.8063, Test: 0.7977, Best time: 20.0000
Epoch: 021/100, Runtime 1.513695, Loss 0.290131, forward nfe 4336, backward nfe 5620, Train: 0.9000, Val: 0.8063, Test: 0.7977, Best time: 20.0000
Epoch: 022/100, Runtime 1.349879, Loss 0.306041, forward nfe 4520, backward nfe 5712, Train: 0.9000, Val: 0.8063, Test: 0.7977, Best time: 20.0000
Epoch: 023/100, Runtime 1.339734, Loss 0.291609, forward nfe 4704, backward nfe 5804, Train: 0.9000, Val: 0.8063, Test: 0.7977, Best time: 20.0000
Epoch: 024/100, Runtime 1.260663, Loss 0.267549, forward nfe 4882, backward nfe 5888, Train: 0.9000, Val: 0.8063, Test: 0.7977, Best time: 20.0000
Epoch: 025/100, Runtime 1.150961, Loss 0.296730, forward nfe 5060, backward nfe 5960, Train: 0.9500, Val: 0.8069, Test: 0.8008, Best time: 28.1253
Epoch: 026/100, Runtime 0.829584, Loss 0.258960, forward nfe 5238, backward nfe 5998, Train: 0.9500, Val: 0.8069, Test: 0.8008, Best time: 20.0000
Epoch: 027/100, Runtime 0.797052, Loss 0.286495, forward nfe 5416, backward nfe 6035, Train: 0.9500, Val: 0.8069, Test: 0.8008, Best time: 20.0000
Epoch: 028/100, Runtime 0.769972, Loss 0.227339, forward nfe 5576, backward nfe 6072, Train: 0.9500, Val: 0.8069, Test: 0.8008, Best time: 20.0000
Epoch: 029/100, Runtime 0.796042, Loss 0.236887, forward nfe 5736, backward nfe 6111, Train: 0.9500, Val: 0.8069, Test: 0.8008, Best time: 20.0000
Epoch: 030/100, Runtime 0.781339, Loss 0.260020, forward nfe 5896, backward nfe 6148, Train: 0.9500, Val: 0.8069, Test: 0.8008, Best time: 20.0000
Epoch: 031/100, Runtime 0.774072, Loss 0.237715, forward nfe 6056, backward nfe 6182, Train: 0.9500, Val: 0.8069, Test: 0.8008, Best time: 20.0000
Epoch: 032/100, Runtime 0.589769, Loss 0.168757, forward nfe 6222, backward nfe 6198, Train: 0.9500, Val: 0.8069, Test: 0.8008, Best time: 20.0000
Epoch: 033/100, Runtime 0.702881, Loss 0.325994, forward nfe 6376, backward nfe 6228, Train: 0.9833, Val: 0.8111, Test: 0.8056, Best time: 24.9745
Epoch: 034/100, Runtime 0.721724, Loss 0.250822, forward nfe 6530, backward nfe 6263, Train: 0.9833, Val: 0.8111, Test: 0.8056, Best time: 20.0000
Epoch: 035/100, Runtime 0.866523, Loss 0.190373, forward nfe 6678, backward nfe 6312, Train: 0.9833, Val: 0.8111, Test: 0.8056, Best time: 20.0000
Epoch: 036/100, Runtime 0.852439, Loss 0.262616, forward nfe 6826, backward nfe 6360, Train: 0.9833, Val: 0.8111, Test: 0.8056, Best time: 20.0000
