****************** Adaptive GRAND laplacian function ******************
****************** Adaptive GRAND laplacian function ******************
GNNEarly
m1.module.weight
torch.Size([80, 3703])
m1.module.bias
torch.Size([80])
m2.module.weight
torch.Size([6, 80])
m2.module.bias
torch.Size([6])
odeblock.odefunc.alpha_train
torch.Size([])
odeblock.odefunc.beta_train
torch.Size([])
odeblock.odefunc.alpha_sc
torch.Size([1])
odeblock.odefunc.beta_sc
torch.Size([1])
odeblock.odefunc.w
torch.Size([80, 80])
odeblock.odefunc.d
torch.Size([80])
odeblock.odefunc.k_d
torch.Size([80])
odeblock.reg_odefunc.odefunc.alpha_train
torch.Size([])
odeblock.reg_odefunc.odefunc.beta_train
torch.Size([])
odeblock.reg_odefunc.odefunc.alpha_sc
torch.Size([1])
odeblock.reg_odefunc.odefunc.beta_sc
torch.Size([1])
odeblock.reg_odefunc.odefunc.w
torch.Size([80, 80])
odeblock.reg_odefunc.odefunc.d
torch.Size([80])
odeblock.reg_odefunc.odefunc.k_d
torch.Size([80])
odeblock.multihead_att_layer.output_var
torch.Size([1])
odeblock.multihead_att_layer.lengthscale
torch.Size([1])
odeblock.multihead_att_layer.Q.weight
torch.Size([32, 80])
odeblock.multihead_att_layer.Q.bias
torch.Size([32])
odeblock.multihead_att_layer.V.weight
torch.Size([32, 80])
odeblock.multihead_att_layer.V.bias
torch.Size([32])
odeblock.multihead_att_layer.K.weight
torch.Size([32, 80])
odeblock.multihead_att_layer.K.bias
torch.Size([32])
odeblock.multihead_att_layer.Wout.weight
torch.Size([80, 4])
odeblock.multihead_att_layer.Wout.bias
torch.Size([80])
Epoch: 001/100, Runtime 0.894512, Loss 1.794992, forward nfe 218, backward nfe 0, Train: 0.3833, Val: 0.3841, Test: 0.3968, Best time: 7.4818
/home/hieunm60/anaconda3/envs/deepgrand/lib/python3.8/site-packages/torchdiffeq/_impl/misc.py:11: UserWarning: Dopri5Solver: Unexpected arguments {'step_size': 1}
  warnings.warn('{}: Unexpected arguments {}'.format(solver.__class__.__name__, unused_kwargs))
/home/hieunm60/anaconda3/envs/deepgrand/lib/python3.8/site-packages/torchdiffeq/_impl/misc.py:11: UserWarning: EarlyStopDopri5: Unexpected arguments {'step_size': 1}
  warnings.warn('{}: Unexpected arguments {}'.format(solver.__class__.__name__, unused_kwargs))
Epoch: 002/100, Runtime 0.783994, Loss 1.789183, forward nfe 930, backward nfe 0, Train: 0.4667, Val: 0.4971, Test: 0.4790, Best time: 0.0386
Epoch: 003/100, Runtime 0.784849, Loss 1.772210, forward nfe 1654, backward nfe 0, Train: 0.4750, Val: 0.5587, Test: 0.5226, Best time: 4.9805
Epoch: 004/100, Runtime 0.774654, Loss 1.737897, forward nfe 2366, backward nfe 0, Train: 0.5583, Val: 0.6246, Test: 0.6145, Best time: 9.5264
Epoch: 005/100, Runtime 0.770086, Loss 1.690500, forward nfe 3066, backward nfe 0, Train: 0.5333, Val: 0.6428, Test: 0.6403, Best time: 5.2074
Epoch: 006/100, Runtime 0.745191, Loss 1.676313, forward nfe 3766, backward nfe 0, Train: 0.5667, Val: 0.6551, Test: 0.6435, Best time: 6.4163
Epoch: 007/100, Runtime 0.764169, Loss 1.626386, forward nfe 4448, backward nfe 0, Train: 0.5833, Val: 0.6667, Test: 0.6661, Best time: 3.7944
Epoch: 008/100, Runtime 0.727260, Loss 1.580494, forward nfe 5124, backward nfe 0, Train: 0.6167, Val: 0.6891, Test: 0.6855, Best time: 11.2832
Epoch: 009/100, Runtime 0.727273, Loss 1.563399, forward nfe 5776, backward nfe 0, Train: 0.6250, Val: 0.7116, Test: 0.7290, Best time: 18.8085
Epoch: 010/100, Runtime 0.717359, Loss 1.587471, forward nfe 6416, backward nfe 0, Train: 0.6917, Val: 0.7217, Test: 0.7371, Best time: 19.7109
Epoch: 011/100, Runtime 0.707011, Loss 1.560432, forward nfe 7068, backward nfe 0, Train: 0.6917, Val: 0.7217, Test: 0.7371, Best time: 85.0000
Epoch: 012/100, Runtime 0.694056, Loss 1.516376, forward nfe 7696, backward nfe 0, Train: 0.6917, Val: 0.7217, Test: 0.7371, Best time: 85.0000
Epoch: 013/100, Runtime 0.680830, Loss 1.485517, forward nfe 8306, backward nfe 0, Train: 0.6917, Val: 0.7217, Test: 0.7371, Best time: 85.0000
Epoch: 014/100, Runtime 0.686500, Loss 1.463803, forward nfe 8928, backward nfe 0, Train: 0.6917, Val: 0.7217, Test: 0.7371, Best time: 85.0000
Epoch: 015/100, Runtime 0.685163, Loss 1.387998, forward nfe 9544, backward nfe 0, Train: 0.7583, Val: 0.7290, Test: 0.7548, Best time: 27.7387
Epoch: 016/100, Runtime 0.668588, Loss 1.395691, forward nfe 10142, backward nfe 0, Train: 0.7583, Val: 0.7290, Test: 0.7548, Best time: 85.0000
Epoch: 017/100, Runtime 0.653962, Loss 1.343328, forward nfe 10734, backward nfe 0, Train: 0.7583, Val: 0.7290, Test: 0.7548, Best time: 85.0000
Epoch: 018/100, Runtime 0.639250, Loss 1.331515, forward nfe 11308, backward nfe 0, Train: 0.7500, Val: 0.7304, Test: 0.7419, Best time: 78.6013
Epoch: 019/100, Runtime 0.628961, Loss 1.328151, forward nfe 11876, backward nfe 0, Train: 0.7500, Val: 0.7304, Test: 0.7419, Best time: 85.0000
Epoch: 020/100, Runtime 0.648923, Loss 1.253712, forward nfe 12444, backward nfe 0, Train: 0.7500, Val: 0.7304, Test: 0.7419, Best time: 85.0000
Epoch: 021/100, Runtime 0.652230, Loss 1.274670, forward nfe 13000, backward nfe 0, Train: 0.7500, Val: 0.7304, Test: 0.7419, Best time: 85.0000
Epoch: 022/100, Runtime 0.594858, Loss 1.212186, forward nfe 13544, backward nfe 0, Train: 0.7500, Val: 0.7304, Test: 0.7419, Best time: 85.0000
